Reaction ID,Reaction Name,Equation,Compartment,minimalmodelnoaperture_pfba,minimalmodelnoaperture_max,minimalmodelnoaperture_min,minimalmodel_pfba,minimalmodel_max,minimalmodel_min
EX_X_NH4_t_gc_4,EX_X_NH4_t_gc_4,X_NH4_t_gc_4 <=> ,t_gc_4,0.0,NA,NA,0.0,NA,NA
EX_X_H2O_t_me_1,EX_X_H2O_t_me_1,X_H2O_t_me_1 <=> ,t_me_1,0.0,NA,NA,0.0,NA,NA
EX_X_H2O_t_me_2,EX_X_H2O_t_me_2,X_H2O_t_me_2 <=> ,t_me_2,0.0,NA,NA,0.0,NA,NA
EX_X_H2O_t_me_3,EX_X_H2O_t_me_3,X_H2O_t_me_3 <=> ,t_me_3,0.0,NA,NA,0.0,NA,NA
EX_X_H2O_t_me_4,EX_X_H2O_t_me_4,X_H2O_t_me_4 <=> ,t_me_4,0.0,NA,NA,0.0,NA,NA
EX_X_H2O_t_gc_1,EX_X_H2O_t_gc_1,X_H2O_t_gc_1 <=> ,t_gc_1,0.0,NA,NA,0.0,NA,NA
EX_X_H2O_t_gc_2,EX_X_H2O_t_gc_2,X_H2O_t_gc_2 <=> ,t_gc_2,0.0,NA,NA,0.0,NA,NA
EX_X_H2O_t_gc_3,EX_X_H2O_t_gc_3,X_H2O_t_gc_3 <=> ,t_gc_3,0.0,NA,NA,0.0,NA,NA
EX_X_H2O_t_gc_4,EX_X_H2O_t_gc_4,X_H2O_t_gc_4 <=> ,t_gc_4,0.0,NA,NA,0.0,NA,NA
EX_X_Biomass_t_me_1,EX_X_Biomass_t_me_1,X_Biomass_t_me_1 <=> ,t_me_1,0.0,NA,NA,0.0,NA,NA
EX_X_Biomass_t_me_2,EX_X_Biomass_t_me_2,X_Biomass_t_me_2 <=> ,t_me_2,0.0,NA,NA,0.0,NA,NA
EX_X_Biomass_t_me_3,EX_X_Biomass_t_me_3,X_Biomass_t_me_3 <=> ,t_me_3,0.0,NA,NA,0.0,NA,NA
EX_X_Biomass_t_me_4,EX_X_Biomass_t_me_4,X_Biomass_t_me_4 <=> ,t_me_4,0.0,NA,NA,0.0,NA,NA
EX_X_Biomass_t_gc_1,EX_X_Biomass_t_gc_1,X_Biomass_t_gc_1 <=> ,t_gc_1,0.0,NA,NA,0.0,NA,NA
EX_X_Biomass_t_gc_2,EX_X_Biomass_t_gc_2,X_Biomass_t_gc_2 <=> ,t_gc_2,0.0,NA,NA,0.0,NA,NA
EX_X_Biomass_t_gc_3,EX_X_Biomass_t_gc_3,X_Biomass_t_gc_3 <=> ,t_gc_3,0.0,NA,NA,0.0,NA,NA
EX_X_Biomass_t_gc_4,EX_X_Biomass_t_gc_4,X_Biomass_t_gc_4 <=> ,t_gc_4,0.0,NA,NA,0.0,NA,NA
EX_Palmitate_b_me_1,EX_Palmitate_b_me_1,Palmitate_b_me_1 <=> ,b_me_1,5.591529338423832e-18,NA,NA,0.0,NA,NA
EX_Palmitate_b_me_2,EX_Palmitate_b_me_2,Palmitate_b_me_2 <=> ,b_me_2,0.0,NA,NA,0.0,NA,NA
EX_Palmitate_b_me_3,EX_Palmitate_b_me_3,Palmitate_b_me_3 <=> ,b_me_3,0.0,NA,NA,0.0,NA,NA
EX_Palmitate_b_me_4,EX_Palmitate_b_me_4,Palmitate_b_me_4 <=> ,b_me_4,0.0,NA,NA,0.0,NA,NA
EX_Palmitate_b_gc_1,EX_Palmitate_b_gc_1,Palmitate_b_gc_1 <=> ,b_gc_1,0.0,NA,NA,0.0,NA,NA
EX_Palmitate_b_gc_2,EX_Palmitate_b_gc_2,Palmitate_b_gc_2 <=> ,b_gc_2,0.0,NA,NA,0.0,NA,NA
EX_Palmitate_b_gc_3,EX_Palmitate_b_gc_3,Palmitate_b_gc_3 <=> ,b_gc_3,0.0,NA,NA,0.0,NA,NA
EX_Palmitate_b_gc_4,EX_Palmitate_b_gc_4,Palmitate_b_gc_4 <=> ,b_gc_4,0.0,NA,NA,-6.913825154981867e-18,NA,NA
EX_X_K_t_me_1,EX_X_K_t_me_1,X_K_t_me_1 <=> ,t_me_1,0.0,NA,NA,0.0,NA,NA
EX_X_K_t_me_2,EX_X_K_t_me_2,X_K_t_me_2 <=> ,t_me_2,0.0,NA,NA,0.0,NA,NA
EX_X_K_t_me_3,EX_X_K_t_me_3,X_K_t_me_3 <=> ,t_me_3,0.0,NA,NA,0.0,NA,NA
EX_X_K_t_me_4,EX_X_K_t_me_4,X_K_t_me_4 <=> ,t_me_4,0.0,NA,NA,0.0,NA,NA
EX_X_K_t_gc_1,EX_X_K_t_gc_1,X_K_t_gc_1 <=> ,t_gc_1,0.0,NA,NA,0.0,NA,NA
EX_X_K_t_gc_2,EX_X_K_t_gc_2,X_K_t_gc_2 <=> ,t_gc_2,0.0,NA,NA,0.0,NA,NA
EX_X_K_t_gc_3,EX_X_K_t_gc_3,X_K_t_gc_3 <=> ,t_gc_3,0.0,NA,NA,0.0,NA,NA
EX_X_K_t_gc_4,EX_X_K_t_gc_4,X_K_t_gc_4 <=> ,t_gc_4,0.0,NA,NA,0.0,NA,NA
EX_X_Sucrose_t_me_1,EX_X_Sucrose_t_me_1,X_Sucrose_t_me_1 <=> ,t_me_1,0.0,NA,NA,0.0,NA,NA
EX_X_Sucrose_t_me_2,EX_X_Sucrose_t_me_2,X_Sucrose_t_me_2 <=> ,t_me_2,0.0,NA,NA,0.0,NA,NA
EX_X_Sucrose_t_me_3,EX_X_Sucrose_t_me_3,X_Sucrose_t_me_3 <=> ,t_me_3,0.0,NA,NA,0.0,NA,NA
EX_X_Sucrose_t_me_4,EX_X_Sucrose_t_me_4,X_Sucrose_t_me_4 <=> ,t_me_4,0.0,NA,NA,0.0,NA,NA
EX_X_Sucrose_t_gc_1,EX_X_Sucrose_t_gc_1,X_Sucrose_t_gc_1 <=> ,t_gc_1,0.0,NA,NA,0.0,NA,NA
EX_X_Sucrose_t_gc_2,EX_X_Sucrose_t_gc_2,X_Sucrose_t_gc_2 <=> ,t_gc_2,0.0,NA,NA,0.0,NA,NA
EX_X_Sucrose_t_gc_3,EX_X_Sucrose_t_gc_3,X_Sucrose_t_gc_3 <=> ,t_gc_3,0.0,NA,NA,0.0,NA,NA
EX_X_Sucrose_t_gc_4,EX_X_Sucrose_t_gc_4,X_Sucrose_t_gc_4 <=> ,t_gc_4,0.0,NA,NA,0.0,NA,NA
EX_X_Phloem_contribution_t_me_1,EX_X_Phloem_contribution_t_me_1,X_Phloem_contribution_t_me_1 <=> ,t_me_1,2.764954239184213,NA,NA,2.7647192585877844,NA,NA
EX_X_Phloem_contribution_t_me_2,EX_X_Phloem_contribution_t_me_2,X_Phloem_contribution_t_me_2 <=> ,t_me_2,8.29486271755264,NA,NA,8.294157775763352,NA,NA
EX_X_Phloem_contribution_t_me_3,EX_X_Phloem_contribution_t_me_3,X_Phloem_contribution_t_me_3 <=> ,t_me_3,8.294862717552638,NA,NA,8.294157775763352,NA,NA
EX_X_Phloem_contribution_t_me_4,EX_X_Phloem_contribution_t_me_4,X_Phloem_contribution_t_me_4 <=> ,t_me_4,2.764954239184213,NA,NA,2.7647192585877844,NA,NA
EX_X_Phloem_contribution_t_gc_1,EX_X_Phloem_contribution_t_gc_1,X_Phloem_contribution_t_gc_1 <=> ,t_gc_1,0.0,NA,NA,0.0,NA,NA
EX_X_Phloem_contribution_t_gc_2,EX_X_Phloem_contribution_t_gc_2,X_Phloem_contribution_t_gc_2 <=> ,t_gc_2,0.0,NA,NA,0.0,NA,NA
EX_X_Phloem_contribution_t_gc_3,EX_X_Phloem_contribution_t_gc_3,X_Phloem_contribution_t_gc_3 <=> ,t_gc_3,0.0,NA,NA,0.0,NA,NA
EX_X_Phloem_contribution_t_gc_4,EX_X_Phloem_contribution_t_gc_4,X_Phloem_contribution_t_gc_4 <=> ,t_gc_4,0.0,NA,NA,0.0,NA,NA
EX_X_O2_t_me_1,EX_X_O2_t_me_1,X_O2_t_me_1 <=> ,t_me_1,-3.0539007951302355,NA,NA,-3.0536504046444346,NA,NA
EX_X_O2_t_me_2,EX_X_O2_t_me_2,X_O2_t_me_2 <=> ,t_me_2,117.37970269043879,NA,NA,117.37960781315891,NA,NA
EX_X_O2_t_me_3,EX_X_O2_t_me_3,X_O2_t_me_3 <=> ,t_me_3,115.66809182107423,NA,NA,115.66808806780162,NA,NA
EX_X_O2_t_me_4,EX_X_O2_t_me_4,X_O2_t_me_4 <=> ,t_me_4,-3.071988223165821,NA,NA,-3.0719379547704184,NA,NA
EX_X_O2_t_gc_1,EX_X_O2_t_gc_1,X_O2_t_gc_1 <=> ,t_gc_1,-0.0024850635855900843,NA,NA,-0.002501249513060844,NA,NA
EX_X_O2_t_gc_2,EX_X_O2_t_gc_2,X_O2_t_gc_2 <=> ,t_gc_2,0.05277049541284404,NA,NA,-0.1813267293588213,NA,NA
EX_X_O2_t_gc_3,EX_X_O2_t_gc_3,X_O2_t_gc_3 <=> ,t_gc_3,0.05277049541806779,NA,NA,0.052791679638254554,NA,NA
EX_X_O2_t_gc_4,EX_X_O2_t_gc_4,X_O2_t_gc_4 <=> ,t_gc_4,-0.0025391363245001425,NA,NA,-0.0025012494816864577,NA,NA
EX_X_Photon_t_me_1,EX_X_Photon_t_me_1,X_Photon_t_me_1 <=> ,t_me_1,0.0,NA,NA,0.0,NA,NA
EX_X_Photon_t_me_2,EX_X_Photon_t_me_2,X_Photon_t_me_2 <=> ,t_me_2,-1000.0,NA,NA,-1000.0,NA,NA
EX_X_Photon_t_me_3,EX_X_Photon_t_me_3,X_Photon_t_me_3 <=> ,t_me_3,-1000.0,NA,NA,-1000.0,NA,NA
EX_X_Photon_t_me_4,EX_X_Photon_t_me_4,X_Photon_t_me_4 <=> ,t_me_4,0.0,NA,NA,0.0,NA,NA
EX_X_Photon_t_gc_1,EX_X_Photon_t_gc_1,X_Photon_t_gc_1 <=> ,t_gc_1,0.0,NA,NA,0.0,NA,NA
EX_X_Photon_t_gc_2,EX_X_Photon_t_gc_2,X_Photon_t_gc_2 <=> ,t_gc_2,-0.4620000000000001,NA,NA,-0.4620000000000001,NA,NA
EX_X_Photon_t_gc_3,EX_X_Photon_t_gc_3,X_Photon_t_gc_3 <=> ,t_gc_3,-0.4620000000000001,NA,NA,-0.4620000000000001,NA,NA
EX_X_Photon_t_gc_4,EX_X_Photon_t_gc_4,X_Photon_t_gc_4 <=> ,t_gc_4,0.0,NA,NA,0.0,NA,NA
PRO_PROTON_vc_me_1,PRO_PROTON_vc_me_1,PROTON_v_me_1 + PRO_c_me_1 --> PROTON_c_me_1 + PRO_v_me_1,vc_me_1,0.0,NA,NA,0.0,NA,NA
PRO_PROTON_vc_me_2,PRO_PROTON_vc_me_2,PROTON_v_me_2 + PRO_c_me_2 --> PROTON_c_me_2 + PRO_v_me_2,vc_me_2,0.0,NA,NA,0.0,NA,NA
PRO_PROTON_vc_me_3,PRO_PROTON_vc_me_3,PROTON_v_me_3 + PRO_c_me_3 --> PROTON_c_me_3 + PRO_v_me_3,vc_me_3,0.00120793512761838,NA,NA,0.0012078324708319804,NA,NA
PRO_PROTON_vc_me_4,PRO_PROTON_vc_me_4,PROTON_v_me_4 + PRO_c_me_4 --> PROTON_c_me_4 + PRO_v_me_4,vc_me_4,0.0,NA,NA,0.0,NA,NA
PRO_PROTON_vc_gc_1,PRO_PROTON_vc_gc_1,PROTON_v_gc_1 + PRO_c_gc_1 --> PROTON_c_gc_1 + PRO_v_gc_1,vc_gc_1,0.0,NA,NA,0.0,NA,NA
PRO_PROTON_vc_gc_2,PRO_PROTON_vc_gc_2,PROTON_v_gc_2 + PRO_c_gc_2 --> PROTON_c_gc_2 + PRO_v_gc_2,vc_gc_2,0.0,NA,NA,0.0,NA,NA
PRO_PROTON_vc_gc_3,PRO_PROTON_vc_gc_3,PROTON_v_gc_3 + PRO_c_gc_3 --> PROTON_c_gc_3 + PRO_v_gc_3,vc_gc_3,0.0,NA,NA,0.0,NA,NA
PRO_PROTON_vc_gc_4,PRO_PROTON_vc_gc_4,PROTON_v_gc_4 + PRO_c_gc_4 --> PROTON_c_gc_4 + PRO_v_gc_4,vc_gc_4,0.0,NA,NA,0.0,NA,NA
H2O_xc_me_1,H2O_xc_me_1,WATER_x_me_1 <=> WATER_c_me_1,xc_me_1,9.505599875320517e-17,NA,NA,0.0,NA,NA
H2O_xc_me_2,H2O_xc_me_2,WATER_x_me_2 <=> WATER_c_me_2,xc_me_2,0.0,NA,NA,1.3773259781764023e-17,NA,NA
H2O_xc_me_3,H2O_xc_me_3,WATER_x_me_3 <=> WATER_c_me_3,xc_me_3,0.0,NA,NA,0.0,NA,NA
H2O_xc_me_4,H2O_xc_me_4,WATER_x_me_4 <=> WATER_c_me_4,xc_me_4,0.0,NA,NA,-3.5022525995026678e-15,NA,NA
H2O_xc_gc_1,H2O_xc_gc_1,WATER_x_gc_1 <=> WATER_c_gc_1,xc_gc_1,4.2798382181113366e-19,NA,NA,1.7106520964963957e-33,NA,NA
H2O_xc_gc_2,H2O_xc_gc_2,WATER_x_gc_2 <=> WATER_c_gc_2,xc_gc_2,0.0,NA,NA,0.0,NA,NA
H2O_xc_gc_3,H2O_xc_gc_3,WATER_x_gc_3 <=> WATER_c_gc_3,xc_gc_3,0.0,NA,NA,-3.3930208696234405e-17,NA,NA
H2O_xc_gc_4,H2O_xc_gc_4,WATER_x_gc_4 <=> WATER_c_gc_4,xc_gc_4,0.0,NA,NA,-7.245114761631781e-33,NA,NA
sCIT_biomass_me_1,sCIT_biomass_me_1,sCIT_b_me_1 <-- CIT_c_me_1,biomass_me_1,0.0,NA,NA,0.0,NA,NA
sCIT_biomass_me_2,sCIT_biomass_me_2,sCIT_b_me_2 <-- CIT_c_me_2,biomass_me_2,0.0,NA,NA,0.0,NA,NA
sCIT_biomass_me_3,sCIT_biomass_me_3,sCIT_b_me_3 <-- CIT_c_me_3,biomass_me_3,0.0,NA,NA,0.0,NA,NA
sCIT_biomass_me_4,sCIT_biomass_me_4,sCIT_b_me_4 <-- CIT_c_me_4,biomass_me_4,0.0,NA,NA,0.0,NA,NA
sCIT_biomass_gc_1,sCIT_biomass_gc_1,sCIT_b_gc_1 <-- CIT_c_gc_1,biomass_gc_1,0.0,NA,NA,0.0,NA,NA
sCIT_biomass_gc_2,sCIT_biomass_gc_2,sCIT_b_gc_2 <-- CIT_c_gc_2,biomass_gc_2,0.0,NA,NA,0.0,NA,NA
sCIT_biomass_gc_3,sCIT_biomass_gc_3,sCIT_b_gc_3 <-- CIT_c_gc_3,biomass_gc_3,0.0,NA,NA,0.0,NA,NA
sCIT_biomass_gc_4,sCIT_biomass_gc_4,sCIT_b_gc_4 <-- CIT_c_gc_4,biomass_gc_4,0.0,NA,NA,0.0,NA,NA
ACETYLGLUTKIN_RXN_p_me_1,ACETYLGLUTKIN-RXN:Acetylglutamate kinase_me_1,ACETYL_GLU_p_me_1 + 0.9 ATP_p_me_1 + 0.1 PROTON_p_me_1 + 0.1 aATP_p_me_1 --> 0.8 ADP_p_me_1 + N_ACETYL_GLUTAMYL_P_p_me_1 + 0.2 aADP_p_me_1,p_me_1,0.0,NA,NA,0.0,NA,NA
ACETYLGLUTKIN_RXN_p_me_2,ACETYLGLUTKIN-RXN:Acetylglutamate kinase_me_2,ACETYL_GLU_p_me_2 + 0.9 ATP_p_me_2 + 0.1 PROTON_p_me_2 + 0.1 aATP_p_me_2 --> 0.8 ADP_p_me_2 + N_ACETYL_GLUTAMYL_P_p_me_2 + 0.2 aADP_p_me_2,p_me_2,0.031255321427137814,NA,NA,0.031252665182777514,NA,NA
ACETYLGLUTKIN_RXN_p_me_3,ACETYLGLUTKIN-RXN:Acetylglutamate kinase_me_3,ACETYL_GLU_p_me_3 + 0.9 ATP_p_me_3 + 0.1 PROTON_p_me_3 + 0.1 aATP_p_me_3 --> 0.8 ADP_p_me_3 + N_ACETYL_GLUTAMYL_P_p_me_3 + 0.2 aADP_p_me_3,p_me_3,0.0034728134919028496,NA,NA,0.0034725183536419516,NA,NA
ACETYLGLUTKIN_RXN_p_me_4,ACETYLGLUTKIN-RXN:Acetylglutamate kinase_me_4,ACETYL_GLU_p_me_4 + 0.9 ATP_p_me_4 + 0.1 PROTON_p_me_4 + 0.1 aATP_p_me_4 --> 0.8 ADP_p_me_4 + N_ACETYL_GLUTAMYL_P_p_me_4 + 0.2 aADP_p_me_4,p_me_4,0.0,NA,NA,0.0,NA,NA
ACETYLGLUTKIN_RXN_p_gc_1,ACETYLGLUTKIN-RXN:Acetylglutamate kinase_gc_1,ACETYL_GLU_p_gc_1 + 0.9 ATP_p_gc_1 + 0.1 PROTON_p_gc_1 + 0.1 aATP_p_gc_1 --> 0.8 ADP_p_gc_1 + N_ACETYL_GLUTAMYL_P_p_gc_1 + 0.2 aADP_p_gc_1,p_gc_1,0.0,NA,NA,0.0,NA,NA
